postal code,place name,latitude,longitude
16-020,Kosmaty Borek,53.3105,23.1988
16-040,Podozierany,53.0228,23.7765
16-040,Downiewo,53.1358,23.4765
16-050,Dublany,53.0486,23.8902
16-050,Kituryki,53.024,23.8641
16-060,Sieśki,52.9748,23.3726
16-061,Lewickie,53.0478,23.135
16-070,Czaplino,53.1002,23.0193
16-070,Rogowo,53.1356,22.9002
16-075,Strękowa Góra,53.2149,22.5506
16-080,Leśniki,53.1631,22.8055
18-106,Topilec-Kolonia,53.0776,22.907
18-106,Lubejki,53.0177,23.0937
18-106,Tołcze,53.0599,23.0311
18-112,Łapy-Korczaki,52.9589,22.8857
18-112,Kamińskie Wiktory,52.9447,22.8298
17-100,Hryniewicze Małe,52.8453,23.2222
17-100,Kożyno,52.8637,23.3193
17-106,Topczykały,52.6942,23.2589
17-111,Starowieś,52.6902,23.0779
17-132,Strabla,52.9025,23.1062
19-200,Łękowo,53.6009,22.4553
19-200,Łamane Grądy,53.6307,22.5727
19-200,Grozimy,53.5463,22.4324
19-206,Łazarze,53.693,22.6134
19-206,Sołki,53.6195,22.6083
19-213,Konopki,53.3836,22.3707
19-213,Kownatki,53.4718,22.4344
19-222,Bagienice,53.5134,22.3945
17-200,Orzeszkowo,52.6847,23.5461
17-200,Budy Leśne,52.7256,23.7159
17-204,Czechy Orlańskie,52.6266,23.4515
17-220,Babia Góra,52.8886,23.8874
17-220,Kapitańszczyzna,52.8854,23.6673
17-250,Dobrowoda,52.5619,23.3821
18-500,Wincenta,53.4575,21.8746
18-507,Wiszowate,53.4508,22.0858
18-400,Stare Chojny,53.1696,21.9382
18-411,Żebry,53.0916,21.9839
18-411,Konopki Młode,53.073,22.0116
18-414,Dzierzgi,53.19,21.8509
18-416,Gawrychy,53.2825,21.7204
18-420,Siestrzanki,53.3085,22.4108
18-420,Kajetanowo,53.2963,22.3215
18-421,Guty,53.2408,22.2549
19-100,Boguszewo,53.3382,22.787
19-104,Budy,53.3885,22.5738
19-110,Goniądz,53.4882,22.7339
19-110,Budne,53.5007,22.6963
19-110,Wojtówstwo,53.4673,22.7542
19-110,Kramkówka Duża,53.4295,22.6844
19-120,Ogrodniki,53.3787,22.9481
19-122,Krasne Małe,53.3324,23.0868
16-500,Łumbie,54.1469,23.3316
16-515,Skarkiszki,54.1915,23.3132
17-300,Tołwin,52.4947,22.9528
17-300,Słochy Annopolskie,52.3945,22.8269
17-300,Kajanka,52.4457,22.9691
17-306,Dziadkowice,52.5655,22.9109
17-306,Żuniewo,52.5287,22.9951
17-306,Zaminowo,52.6313,22.8919
17-312,Tonkiele,52.4143,22.5667
17-312,Zajęczniki,52.3917,22.7323
17-312,Smarklice,52.5027,22.6576
17-315,Siemiony,52.6233,22.7801
17-315,Krynki-Białokunki,52.6091,22.6715
17-315,Krynki Borowe,52.6031,22.6929
17-322,Wiktorowo,52.5753,22.5117
17-330,Werpol,52.4097,23.1579
17-330,Grabarka,52.4217,22.9911
17-330,Litwinowicze,52.4151,23.2464
17-330,Borysowszczyzna,52.4223,23.1047
16-100,Boguszowski Wygon,53.4081,23.3968
16-120,Kłyszawka,53.2241,23.6526
16-120,Stara Grzybowszczyzna,53.2092,23.702
16-124,Majewo Kościelne,53.4986,23.3483
16-130,Skidlewo,53.4966,23.1896
16-130,Studzieńczyna,53.4689,23.3051
16-140,Rykaczewo,53.4948,23.143
16-150,Kopciówka,53.5601,23.2565
16-150,Zgierszczańskie,53.5636,23.1694
16-150,Chmielówka,53.6537,23.1684
16-150,Dryga-Kolonia,53.513,23.1527
07-411,Rozwory,53.0941,21.74
07-416,Nowa Wieś,53.0874,21.4094
07-420,Rososz,53.2835,21.4425
07-420,Czarnia,53.2721,21.6297
07-431,Michałowo,53.331,21.0765
07-440,Goworowo,52.9014,21.5582
07-300,Ostrów Mazowiecka,52.8022,21.8883
07-303,Stary Lubotyń,52.932,21.9306
07-305,Kowalówka,52.8107,22.0865
07-308,Komorowo,52.8353,21.8405
07-311,Grądy,52.831,21.7463
07-319,Kiełczew,52.6676,21.947
07-320,Niegowiec,52.7498,21.9819
05-480,Kępa Nadbrzeska,52.0312,21.2357
05-500,Nowa Iwiczna,52.0911,21.0017
05-500,Jastrzębie,52.0607,21.0756
05-502,Łbiska,52.0236,21.0039
05-505,Dobrzenica,51.9219,20.9719
05-510,Czarnów,52.0581,21.0934
05-520,Obórki,52.1207,21.1688
05-540,Krupia Wólka,51.991,21.037
05-555,Many,51.9686,20.7139
05-555,Wola Przypkowska,52.0118,20.8349
09-210,Biskupice,52.7135,19.9775
09-230,Giżyno,52.6923,19.831
09-230,Dębsk,52.701,19.793
09-400,Maszewo,52.5669,19.6234
09-402,Brwilno,52.5701,19.6019
09-411,Kowalewko,52.6219,19.6232
09-411,Karwosieki-Noskowice,52.6727,19.5658
09-440,Grabina,52.6487,20.0561
09-450,Rostkowice,52.458,20.2121
09-451,Chełstowo,52.551,19.8982
09-451,Szczytno,52.5508,19.8736
09-454,Szasty,52.5598,20.1758
09-454,Pilichowo,52.5557,20.1471
09-460,Rakowo,52.3925,20.0568
09-460,Wilkanowo,52.4699,20.1316
09-505,Brwilno Dolne,52.5528,19.5616
09-530,Koszelew,52.3961,19.6825
09-530,Piaski,52.4383,19.8137
09-100,Słoszewo,52.6776,20.3873
09-130,Dłużniewo,52.7016,20.3431
09-131,Osiek,52.5944,20.544
09-140,Stary Niedróż,52.7844,20.0107
09-140,Charzyny,52.866,20.1678
09-142,Koryciska,52.5242,20.5595
09-151,Nowe Przybojewo,52.4484,20.4225
09-152,Sobanice,52.4813,20.2642
09-162,Żukowo Poświętne,52.5023,20.233
09-164,Starczewo Wielkie,52.6575,20.1707
05-090,Łady,52.1252,20.9546
05-840,Milęcin,52.1682,20.6501
06-300,Przasnysz,53.0192,20.8895
06-300,Annopol,52.9715,20.8855
06-316,Romany-Janowięta,53.0952,20.8653
06-316,Goski-Wąsosze,53.15,20.8483
06-323,Połoń,53.2101,20.9772
18-208,Czarnowo-Biki,53.03,22.458
18-208,Chojane-Pawłowięta,52.9757,22.5404
18-210,Szepietowo,52.8675,22.5456
18-212,Jabłoń Kościelna,52.9176,22.6499
18-212,Łopienie-Szelągi,52.8898,22.7208
18-212,Jabłoń-Piotrowce,52.8894,22.664
18-214,Piętki-Żebry,52.783,22.5644
18-214,Wyszonki-Wypychy,52.7535,22.607
18-214,Żabiniec,52.8003,22.5055
18-214,Usza Mała,52.7297,22.4605
18-218,Kruszewo-Brodowo,53.0004,22.7216
18-218,Bruszewo-Borkowizna,52.9793,22.6754
18-218,Jamiołki-Świetliki,53.0071,22.6469
18-218,Bujny,52.9546,22.6689
18-218,Roszki-Sączki,52.987,22.7642
18-230,Przybyszyn,52.6321,22.5363
18-230,Kosiorki,52.6257,22.521
18-230,Winna-Wypychy,52.68,22.567
18-230,Radziszewo-Króle,52.6478,22.6233
18-300,Śledzie,53.0099,22.1735
18-300,Szeligi-Leśnica,53.0481,22.2841
18-300,Wdziękoń Pierwszy,52.9546,22.315
18-312,Jawory-Klepacze,53.1182,22.5285
15-024,Białystok,53.1376,23.1754
15-028,Białystok,53.135,23.1771
16-200,Osmołowszczyzna,53.6736,23.3235
16-205,Koniuszki,53.6915,23.4857
16-205,Chilmony-Kolonia,53.6689,23.4775
16-402,Osinki,54.1394,22.992
16-402,Stary Folwark,54.0777,23.0731
16-402,Osowa,54.1493,22.8417
16-404,Białorogi,54.1653,22.9646
16-404,Jeleniewo,54.2052,22.9105
16-404,Czerwonka,54.2068,22.9682
16-404,Podwysokie Jeleniewskie,54.1996,22.841
16-406,Bondziszki,54.3158,22.9077
16-411,Kociołki,54.2774,23.0748
16-413,Płociczno-Tartak,54.0254,22.9806
16-420,Jaśki,53.9494,22.8403
16-421,Nowa Wieś,54.1253,23.036
16-424,Garbas Drugi,54.1921,22.5224
16-427,Przerośl,54.2517,22.6567
16-427,Kruszki,54.2309,22.7739
18-204,Zalesie Łabędzkie,53.0961,22.6249
18-204,Wnory-Wandy,53.0638,22.6001
48-320,Skoroszyce,50.5958,17.3764
48-325,Przydroże Małe,50.443,17.5703
48-385,Łąka,50.3901,17.2102
48-385,Siedlec,50.5186,17.195
48-385,Kwiatków,50.4272,17.2553
48-388,Szklary,50.6004,17.1757
48-388,Zurzyce,50.5527,17.1742
46-300,Stare Olesno,50.9094,18.3568
46-320,Rozterk,51.0598,18.486
46-320,Wierzbie,51.1272,18.5378
46-320,Gana,51.0704,18.5315
46-325,Nowy Bugaj,50.9909,18.6354
46-325,Słowików,51.0557,18.6297
46-040,Schodnia,50.6777,18.1865
46-043,Dylaki,50.7343,18.1866
46-060,Źlinice,50.586,17.9346
46-070,Domecko,50.6166,17.8596
46-083,Stare Siołkowice,50.8079,17.7704
46-090,Stare Kolnie,50.8455,17.6697
49-130,Tłustoręby,50.6099,17.6171
49-156,Rogi,50.6614,17.5256
99-335,Wargawka Młoda,52.1648,19.2577
99-335,Rybitwy,52.1016,19.2835
99-412,Chruśle,52.2782,19.8936
99-412,Tydówka,52.272,19.9416
99-412,Czerniew,52.2477,19.8669
99-413,Niespusza-Wieś,52.2143,19.861
99-413,Przemysłów,52.1938,19.856
99-414,Łaguszew,52.1534,19.9786
99-416,Karolew,52.1087,20.1122
99-423,Sobocka Wieś,52.1096,19.722
99-423,Psary,52.0332,19.6545
99-423,Walewice,52.0987,19.6711
99-440,Nowe Zduny,52.145,19.7975
99-440,Bąków Górny,52.1636,19.7277
95-006,Kurowice,51.666,19.6839
95-006,Karpin,51.6707,19.711
95-030,Babichy,51.6391,19.4793
95-040,Słotwiny,51.7263,19.8444
95-040,Świny,51.7619,19.9193
95-040,Będzelin,51.7112,19.8125
95-080,Mąkoszyn,51.5178,19.5847
95-080,Syski,51.5206,19.5521
26-300,Mroczków Duży,51.3748,20.4035
26-315,Brudzewice,51.5308,20.4246
26-333,Wójcin B,51.3269,20.0519
26-340,Dąbrówka,51.4612,20.4481
95-081,Jastrzębieniec,51.5337,19.4549
95-082,Dobroń Duży,51.6195,19.24
95-082,Dobroń,51.636,19.2424
95-083,Bechcice-Parcela,51.745,19.2733
95-083,Albertów,51.7949,19.1751
95-083,Babice,51.7735,19.2491
95-083,Charbice Dolne,51.7888,19.153
95-083,Mikołajewice,51.7273,19.1909
95-200,Piątkowisko,51.6705,19.3034
98-331,Stoczki,51.0534,19.1245
98-338,Stanisławów,51.2049,19.2063
98-338,Ksawerów,51.2172,19.1922
97-310,Karlin,51.4722,19.6618
97-310,Baby,51.5336,19.7165
97-340,Milejowiec,51.3472,19.7347
97-350,Wilkoszewice,51.2531,19.6338
97-352,Adamów,51.1568,19.7493
97-352,Lesiopole,51.2033,19.7761
97-371,Mąkolice,51.3786,19.5149
97-371,Ludwików,51.3217,19.5518
97-371,Woźniki,51.4106,19.5181
97-371,Bogdanów,51.3477,19.5105
99-200,Stary Pudłów,51.8333,18.9377
99-200,Józefka,51.8839,19.0095
99-205,Stefanów,51.9131,19.1157
99-205,Piotrów,51.8931,19.1462
99-205,Marysin,51.9156,19.0577
99-205,Kontrewers,51.8286,19.1129
99-220,Biała Góra,51.977,19.0604
99-220,Bronówek,51.9683,18.8903
99-232,Adamka,51.7658,18.8399
97-360,Podjezioro,51.2496,19.472
97-505,Galonki,51.1336,19.3982
97-512,Barwinek,51.1192,19.6682
97-532,Pągów,50.9026,19.7003
97-532,Kępa,50.9128,19.6964
97-540,Górki,50.9768,19.4438
97-570,Nosalewice,51.1081,19.9445
97-570,Przyłanki-Leśniczówka,51.0912,19.9148
97-570,Jabłonna,51.0695,19.8911
96-200,Garłów,51.7478,20.1937
96-200,Głuchówek,51.7476,20.2731
96-206,Rzymiec,51.7435,20.4886
96-230,Słupce,51.7657,20.4755
96-230,Żurawia,51.7999,20.4455
96-230,Zofianów,51.7843,20.3796
96-232,Rylsk Mały,51.6953,20.4409
98-235,Brudzew,51.6159,18.5116
98-235,Włocin-Kolonia,51.5789,18.3827
98-235,Cienia,51.6069,18.4916
98-260,Ligota,51.4878,18.8391
98-270,Górki,51.4127,18.5543
98-270,Stanisławów,51.4582,18.581
98-273,Sowizdrzały,51.447,18.4841
98-277,Zagóra,51.4604,18.5162
98-277,Budy,51.553,18.3968
98-277,Przedłęcze,51.4718,18.4808
98-285,Słomków Mokry,51.6283,18.5483
98-290,Ustków,51.7644,18.5962
98-290,Duszniki,51.6993,18.6325
98-290,Józefka,51.754,18.7563
98-290,Klonówek,51.8238,18.5964
98-290,Baszków,51.6605,18.6336
98-290,Zakrzew,51.7877,18.6352
98-290,Zagajew,51.6926,18.5738
96-100,Ruda,51.9889,20.2209
96-115,Rawiczów,51.9253,20.2056
96-115,Raducz,51.8619,20.3024
96-124,Święte Laski,51.9351,19.9742
97-200,Tomaszów Mazowiecki,51.5279,20.0216
97-200,Karolinów,51.4518,19.987
97-200,Smardzewice,51.4832,20.015
97-212,Teodorów,51.6832,19.9413
97-216,Wale,51.694,20.2558
97-216,Podkonice Małe,51.7065,20.1934
97-216,Lipie,51.6711,20.1997
97-225,Wólka Krzykowska,51.5611,19.8841
97-225,Lipianki,51.6271,19.8815
97-226,Teklin,51.7241,20.1151
97-226,Czerwonka,51.701,20.1162
98-313,Sabinów,51.3391,18.8502
98-320,Chorzyna,51.3025,18.8549
98-320,Nowa Wieś,51.2814,18.7618
98-345,Orzechowiec,51.1456,18.4501
98-350,Poręby,51.2471,18.4006
98-400,Dobrydział,51.2855,18.1282
98-405,Gąszcze,51.3855,18.2976
98-405,Zmyślona,51.3344,18.2739
98-420,Tyble,51.3083,18.3011
98-430,Piaski,51.2152,18.2007
98-240,Prusinowice-Parcela,51.7362,18.9206
98-240,Prusinowice,51.7247,18.9172
99-335,Romartów,52.1367,19.2638
99-335,Gledzianów,52.142,19.3313
99-400,Świeryż Pierwszy,52.1547,19.8709
99-412,Sokołów-Towarzystwo,52.247,19.842
95-002,Siedlisko,51.8862,19.4689
99-413,Błędów,52.1877,19.9646
95-015,Lubianków,51.9581,19.7893
99-416,Bednary-Kolonia,52.114,20.0817
95-035,Borszyn,51.9922,19.1973
99-423,Wojewodza,52.0697,19.7196
95-100,Janów,51.8715,19.4879
99-423,Wola Gosławska,52.0509,19.5976
95-100,Dębniak,51.9393,19.3816
90-020,Wiśniowa Góra,51.7113,19.627
95-047,Rewica Królewska,51.7419,19.9459
95-006,Brójce,51.6692,19.6451
95-060,Kędziorki,51.7859,19.7783
95-030,Konstantyna,51.6918,19.5092
95-060,Sadowa,51.791,19.8029
95-030,Czyżeminek,51.6418,19.4374
95-063,Kobylin,51.8542,19.8465
95-040,Regny,51.6971,19.8898
90-063,Łódź,51.7603,19.4588
26-300,Antoniów,51.469,20.2079
90-114,Łódź,51.7678,19.4612
26-300,Wola Załężna,51.3958,20.3187
90-128,Łódź,51.7694,19.4675
26-300,Stużno-Kolonia,51.3369,20.4136
90-133,Łódź,51.7713,19.4798
26-300,Kruszewiec-Kolonia,51.4457,20.2805
90-137,Łódź,51.7732,19.4743
26-307,Kuraszków,51.3247,20.3964
90-249,Łódź,51.7735,19.469
26-315,Mysiakowiec,51.5739,20.3333
90-539,Łódź,51.7553,19.4509
26-315,Dęba,51.4734,20.2711
90-601,Łódź,51.7701,19.4505
26-330,Malenie,51.1964,20.1181
90-608,Łódź,51.7667,19.4524
90-648,Łódź,51.763,19.4361
90-742,Łódź,51.7731,19.4433
90-753,Łódź,51.7708,19.4384
90-759,Łódź,51.7693,19.4347
91-017,Łódź,51.7846,19.4263
91-075,Łódź,51.7768,19.4296
91-157,Łódź,51.7971,19.3722
91-205,Łódź,51.8028,19.3716
91-210,Łódź,51.8015,19.3913
91-421,Łódź,51.7783,19.4617
91-426,Łódź,51.78,19.4771
91-455,Łódź,51.7917,19.453
91-523,Łódź,51.8227,19.5225
91-744,Łódź,51.7894,19.474
91-810,Łódź,51.7868,19.4662
91-818,Łódź,51.7869,19.4608
91-819,Łódź,51.7862,19.4621
91-867,Łódź,51.8057,19.4632
92-118,Łódź,51.7961,19.5427
92-215,Łódź,51.7737,19.5131
92-318,Łódź,51.7618,19.4997
26-332,Grudzeń-Las,51.4367,20.1079
92-403,Łódź,51.7335,19.5517
26-340,Żdżary,51.4817,20.4782
92-427,Łódź,51.7461,19.5703
26-341,Konstantynów,51.3794,19.9806
92-444,Łódź,51.7483,19.5743
95-081,Redociny,51.5454,19.4504
92-512,Łódź,51.7564,19.5468
95-081,Budy Dłutowskie,51.5723,19.396
92-534,Łódź,51.7602,19.5321
95-081,Kociołki-Las,51.5354,19.4084
92-544,Łódź,51.7611,19.526
95-082,Wymysłów-Piaski,51.68,19.2415
92-609,Łódź,51.7437,19.619
95-082,Barycz,51.5936,19.2114
92-613,Łódź,51.7435,19.61
95-082,Szczerki,51.6457,19.2644
92-642,Łódź,51.7366,19.6146
95-083,Puczniew-Leonów,51.7937,19.076
92-704,Łódź,51.7927,19.5785
95-200,Pabianice,51.66,19.3533
92-723,Łódź,51.7899,19.5798
95-204,Pabianice,51.6609,19.3286
92-782,Łódź,51.8062,19.5784
95-205,Pabianice,51.6568,19.3756
93-129,Łódź,51.7426,19.4744
93-330,Podmurowaniec,51.1177,19.0433
93-208,Łódź,51.7384,19.4975
98-330,Barany,51.169,19.048
93-281,Łódź,51.7451,19.4902
98-330,Kurzna,51.1656,19.0333
93-305,Łódź,51.7224,19.4789
98-332,Będków,51.2415,19.061
93-310,Łódź,51.7207,19.481
98-337,Wola Wiewiecka,51.1117,19.2513
93-347,Łódź,51.7085,19.4676
98-354,Bugaj Lipnicki,51.2307,18.9182
93-350,Łódź,51.7054,19.4686
98-358,Podrwinów,51.2308,18.9329
93-357,Łódź,51.7162,19.474
98-358,Otok,51.2459,19.0147
93-432,Łódź,51.7048,19.452
26-337,Wacławów,51.2074,19.9736
93-449,Łódź,51.6966,19.4309
26-337,Dębowa Góra-Kolonia,51.3067,19.9679
93-487,Łódź,51.7227,19.4471
26-337,Kamocka Wola,51.2901,19.9656
93-554,Łódź,51.7337,19.4451
97-306,Lutosławice Szlacheckie,51.5081,19.5576
93-558,Łódź,51.7372,19.4485
93-641,Łódź,51.709,19.5407
94-023,Łódź,51.7544,19.4276
94-039,Łódź,51.7479,19.4183
94-116,Łódź,51.7375,19.4087
94-122,Łódź,51.738,19.3774
94-208,Łódź,51.7728,19.4169
94-324,Łódź,51.7741,19.3481
21-350,Wólka Krzymowska,52.0306,22.6488
21-500,Zabencze,52.0631,23.1485
21-505,Jakówki,52.1968,23.1313
21-505,Janów Podlaski,52.1953,23.2105
21-509,Kodeń Pierwszy,51.9211,23.6026
21-509,Kodeń Drugi,51.9102,23.6026
21-512,Dereczanka,52.0853,23.4219
21-530,Ortel Królewski Drugi,51.9492,23.2514
97-350,Bujniczki,51.2075,19.625
21-530,Piszczac Pierwszy,51.9978,23.4153
97-352,Górale,51.1625,19.8063
21-550,Podolanka,52.0058,23.5363
97-352,Dobreniczki,51.1646,19.8262
21-560,Utrówka,51.9737,22.892
97-352,Dorszyn,51.2246,19.8071
21-580,Wisznice-Kolonia,51.8,23.2325
97-352,Podstole,51.1788,19.7403
23-400,Cyncynopol,50.6086,22.7912
99-200,Mrowiczna,51.9178,19.0202
23-400,Dąbrowica,50.5447,22.6566
99-200,Balin,51.9338,18.8119
23-407,Tereszpol-Zygmunty,50.5663,22.9046
99-200,Niewiesz-Kolonia,51.9353,18.857
23-413,Babice,50.35,22.9194
99-200,Leśnik,51.9014,18.7666
23-415,Stare Króle,50.4357,22.7562
99-205,Sarnów Pgr,51.8503,19.1209
23-423,Naklik,50.3712,22.4755
99-205,Wyrobki,51.9011,19.1437
23-440,Radzięcin,50.685,22.7077
99-205,Antoniew,51.9153,19.0397
23-465,Tokary,50.8036,22.64
99-220,Spędoszyn,51.9612,18.9894
23-465,Rokitów,50.8097,22.7632
99-220,Lewiny,51.9665,18.9697
22-100,Weremowice,51.0908,23.4158
99-220,Orzeszków,51.9565,19.0507
22-107,Tomaszówka,51.3417,23.4872
99-220,Krzepocinek,52.0025,19.1033
22-107,Petryłów,51.3441,23.4186
99-235,Księża Wólka,51.8556,18.7569
22-110,Ruda-Kolonia,51.2524,23.5917
99-235,Brzeg,51.7517,18.6843
22-114,Pobołowice,51.0313,23.6283
97-360,Huta Porajska,51.2645,19.527
22-114,Lipinki,51.0779,23.7556
97-500,Kietlin,51.0874,19.5124
22-114,Roztoka,51.0423,23.7451
97-500,Szczepocice Rządowe,51.0262,19.3464
22-130,Majdan Zahorodyński,51.2202,23.14
97-515,Tworowice,51.1024,19.7241
22-145,Zagórnik,50.984,23.9339
97-524,Gorgoń,50.9803,19.6541
22-145,Józefów,50.9838,23.8856
97-524,Zrąbiec,51.0058,19.6538
22-151,Parypse,51.1824,23.4214
97-532,Pukarzów,50.8839,19.7595
22-171,Kanie-Stacja,51.1225,23.1069
97-540,Borowa,50.9201,19.4842
22-360,Leonów,51.1461,23.3271
97-545,Wielki Bór,51.1722,19.4942
22-500,Turkołówka,50.8879,23.8804
97-561,Kozia Woda,51.0972,19.3291
22-510,Aurelin,50.9332,23.6795
97-565,Woźniki,51.1425,19.3558
22-510,Dąbrowa,50.879,23.6222
97-570,Grobla,51.0984,19.9021
22-523,Cegielnia,50.9401,23.9495
96-200,Franopol,51.8299,20.4001
22-523,Ciołki,50.8614,23.9735
96-200,Podlas,51.7397,20.2363
22-530,Radostów,50.566,23.8689
96-206,Lutobory,51.7192,20.4921
22-530,Ameryka,50.6337,23.909
96-214,Grabice,51.6747,20.3654
22-550,Łotów,50.7296,23.671
96-230,Zofiów,51.7698,20.4612
23-300,Gierlachy,50.6687,22.3325
96-230,Tuniki,51.8543,20.565
23-300,Ruda,50.7017,22.3886
98-200,Bogumiłów,51.5471,18.755
23-302,Zdziłowice,50.812,22.5263
98-215,Poradzew,51.7675,18.5221
23-304,Branew Ordynacka,50.7394,22.5525
98-235,Żelisław,51.6308,18.4442
23-304,Konstantów,50.6909,22.5467
98-235,Kije,51.5593,18.3944
23-305,Chrzanów,50.7713,22.6043
98-260,Wolnica Niechmirowska,51.3698,18.7509
22-335,Markiewiczów,50.8859,22.8259
98-270,Gronówek,51.4201,18.6705
22-351,Gliniska,50.996,22.9846
98-275,Stefanów Barczewski Pierwszy,51.4854,18.7093
23-212,Ostrów,50.9965,22.2602
98-277,Tomczyki,51.4592,18.4554
98-285,Gęsówka,51.5522,18.5997
98-290,Bartochów,51.6698,18.6203
98-290,Tomisławice-Kolonia,51.7482,18.6197
96-100,Nowe Rowiska,51.8996,20.1128
96-115,Psary,51.8766,20.3108
96-115,Marianów,51.8759,20.2127
96-115,Stara Rawa,51.8812,20.2751
96-115,Nowy Dwór,51.8587,20.2858
97-200,Wiaderno,51.5014,19.9496
97-200,Godaszewice,51.5228,19.902
97-201,Tomaszów Mazowiecki,51.5266,20.0264
97-215,Żądłowice,51.5537,20.2849
97-217,Małecz,51.6191,20.0057
97-217,Nowy Olszowiec,51.6129,20.0762
97-217,Kruszewiec,51.5751,20.0016
97-220,Stanisławów,51.6433,20.2459
97-221,Pogorzałe Ługi,51.6957,19.8008
97-225,Kolonia Dębniak,51.5656,19.9176
97-225,Zaosie,51.6339,19.9371
98-300,Małyszyn,51.242,18.627
98-300,Borowiec,51.2746,18.6653
98-300,Widoradz,51.2248,18.6154
98-311,Niemierzyn,51.3051,18.6102
98-311,Wola Rudlicka,51.3583,18.6073
98-311,Skrzynno,51.3115,18.6523
98-320,Raducki Folwark,51.261,18.7473
98-324,Wierzchlas,51.2038,18.6708
98-324,Ogroble,51.1293,18.7309
98-345,Jasna Góra,51.1469,18.4472
98-346,Smugi,51.1401,18.43
98-350,Dębina,51.2271,18.4189
98-350,Brzoza,51.2437,18.4329
98-360,Kozub,51.3803,18.5494
98-405,Brzeziny,51.4356,18.203
98-420,Siedliska,51.3388,18.4012
98-420,Borki Sokolskie,51.3299,18.3618
98-420,Szustry,51.3442,18.3726
98-420,Stary Ochędzyn,51.2962,18.2594
98-430,Chotynin,51.2019,18.2066
98-430,Gola,51.1572,18.2143
98-161,Woźniki,51.5116,18.8894
98-220,Henryków,51.6057,18.9788
98-220,Annopole Nowe,51.639,18.8815
98-220,Maciejów,51.6154,18.9604
95-001,Kotowice,51.9723,19.4377
95-001,Rogóźno,51.9828,19.4495
59-700,Trzebień,51.3859,15.602
95-011,Koźle,51.9425,19.5892
59-720,Raciborowice Górne,51.1819,15.7005
95-015,Konarzew,51.9902,19.7346
58-207,Książnica,50.8111,16.6086
95-015,Boczki Domaradzkie,52.0113,19.6638
58-230,Stasin,50.7183,16.8451
95-035,Aleksandria,51.9427,19.3285
67-210,Gaiki,51.5773,16.0186
95-035,Muchówka,52.0071,19.2799
67-221,Borków,51.6753,16.1953
95-043,Grotniki,51.9066,19.2961
67-231,Szczepów,51.6747,15.8834
95-045,Anastazew,51.8936,19.1939
67-231,Bukwica,51.6224,15.9933
95-070,Rąbień Ab,51.7932,19.2989
67-240,Krążkówko,51.7712,16.0763
95-060,Henryków,51.8311,19.792
56-210,Młynary,51.5675,16.7291
95-060,Małczew,51.779,19.7073
56-210,Jawor,51.5157,16.6452
95-060,Polik,51.8122,19.6916
56-210,Wiklina,51.6016,16.7252
95-061,Nagawki,51.9013,19.7747
56-210,Wąsosz,51.5646,16.6945
90-004,Łódź,51.761,19.4582
56-210,Chocieborowice,51.5345,16.6512
90-015,Łódź,51.7663,19.4677
56-215,Szaszorowice,51.6496,16.3853
90-102,Łódź,51.7677,19.4571
56-215,Niechlów,51.6891,16.3651
90-123,Łódź,51.7709,19.4672
59-411,Myślibórz,51.0257,16.1188
90-201,Łódź,51.7798,19.568
59-424,Przybyłowice,51.1228,16.1541
90-226,Łódź,51.7766,19.4763
59-430,Kępy,51.118,16.391
90-262,Łódź,51.7733,19.4605
58-500,Staniszów,50.8537,15.731
90-350,Łódź,51.7535,19.481
58-540,Karpacz,50.776,15.7576
90-440,Łódź,51.7604,19.458
58-400,Krzeszówek,50.7164,16.0912
90-519,Łódź,51.7602,19.4505
58-420,Paczyn,50.7386,15.9146
90-708,Łódź,51.7743,19.4499
58-420,Stara Białka,50.7414,15.9569
90-715,Łódź,51.7734,19.4481
58-422,Miszkowice,50.7172,15.9235
90-725,Łódź,51.7714,19.4537
57-409,Suszyna,50.4764,16.5215
91-037,Łódź,51.7872,19.4248
57-431,Jugów,50.6231,16.5234
91-103,Łódź,51.7931,19.4021
57-441,Sobaniów,50.5322,16.58
91-142,Łódź,51.7932,19.3904
57-550,Janowa Góra,50.2622,16.8344
91-149,Łódź,51.7966,19.3896
59-222,Miłkowice,51.2562,16.0644
91-161,Łódź,51.7957,19.3671
59-223,Wilczyce,51.1646,16.0519
91-177,Łódź,51.8047,19.3511
59-225,Strupice,51.2119,15.9702
91-179,Łódź,51.7987,19.3595
59-225,Pawlikowice,51.2296,15.9892
91-212,Łódź,51.809,19.3788
59-230,Szczedrzykowice-Stacja,51.2148,16.3523
91-422,Łódź,51.7775,19.4609
59-814,Wolimierz,50.9549,15.3189
91-480,Łódź,51.8036,19.4521
59-818,Pisaczów,51.1231,15.2389
91-487,Łódź,51.8091,19.4548
59-820,Świecie,50.9864,15.2896
91-492,Łódź,51.8155,19.4465
59-820,Kościelniki Górne,51.0501,15.2759
91-705,Łódź,51.7939,19.4743
59-850,Świeradów-Zdrój,50.9126,15.3298
91-729,Łódź,51.7889,19.495
50-305,Kliszów,51.4992,16.3612
91-854,Łódź,51.7959,19.4638
50-305,Wysokie,51.5287,16.3119
91-866,Łódź,51.8085,19.4656
59-300,Szklary Górne,51.4364,16.0973
92-116,Łódź,51.7881,19.53
59-307,Lisiec,51.325,16.0452
92-235,Łódź,51.7654,19.5072
59-600,Płóczki Górne,51.081,15.5383
92-431,Łódź,51.7484,19.5699
